"","Protein_Group","Genes","[1] HN1.raw.PG.MS2Channel3","[2] HN2.raw.PG.MS2Channel3","[3] HN3.raw.PG.MS2Channel3","[4] HN4.raw.PG.MS2Channel3","[5] HS1.raw.PG.MS2Channel3","[6] HS3.raw.PG.MS2Channel3","[7] HS4.raw.PG.MS2Channel3","logFC","AveExpr","t","P.Value","adj.P.Val","B","Group"
"1079","Q08380","LGALS3BP",64.37763977,NA,76.59488678,NA,215.4032593,34017.25391,29146.11719,-9.4704013885002,7.13589722011134,-3.69759630829348,0.00817945720340638,0.0471436926301986,-2.1506963852277,"Others"
"1080","O14523","C2CD2L",NA,NA,16.7237606,NA,25.01596069,126.7272186,53.90049362,-4.78876161608899,3.08922961690855,-3.68929515603154,0.00826736394616621,0.0476062373900071,-2.15985118101907,"Others"
"1081","Q9NRN7","AASDHPPT",NA,NA,175.4177094,NA,516.6954346,651.4481201,702.2554321,-7.40881515335368,5.04091938941826,-3.68438600330392,0.00831983486694402,0.0478640638645004,-2.16527120956188,"Others"
"1082","Q9H3G5","CPVL",21.67202759,117.9106369,19.12069702,92.03848267,523.5481567,440.492157,430.7975769,-3.29172737095152,6.97747518182022,-3.68334124121823,0.00833104848630208,0.047884279608422,-2.16642527535571,"Others"
"1083","Q05639","EEF1A2",NA,23.46099663,33.72532272,35.53237534,564.4807739,369.5588684,660.4606934,-5.28511045820313,5.99540512255765,-3.67619397630894,0.00840820475351293,0.0482831259114468,-2.17432574277481,"Others"
"1084","Q15366","PCBP2",NA,NA,NA,13.98823643,38.8882103,42.05121231,29.98489189,-4.25668214197438,2.80073203042373,-3.67457167905613,0.00842582606739003,0.048339679255626,-2.176120326862,"Others"
"1085","Q9C040","TRIM2",94.49684906,NA,NA,NA,646.788208,419.8479614,148.6875305,-6.78310267641665,4.55138931087204,-3.67222985791162,0.00845133385214629,0.0484413320059887,-2.17871171102362,"Others"
"1086","Q9H6Q4","CIAO3",203.2798004,229.7671661,37.76184845,345.23349,1495.199341,2026.352539,860.5198364,-3.11852009296368,8.6457245706911,-3.67079032054651,0.00846705547083559,0.048486756881332,-2.18030516292588,"Others"
"1087","Q16799","RTN1",NA,123.1985168,NA,14.40816116,674.6304932,707.689209,751.9130859,-6.7496147440324,5.61822376503118,-3.66684852761348,0.00851026835852911,0.0486893826326518,-2.18467038123433,"Others"
"1088","P30048","PRDX3",NA,NA,41.00035477,42.58256149,373.311554,618.5384521,608.9313965,-6.31571414585684,5.41623680763478,-3.64753378271909,0.0087255140289611,0.0498316782403978,-2.20610158694716,"Others"
"1089","P62993","GRB2",93.52500153,16.02706909,46.11956787,76.4154892,263.1324463,483.7471924,546.3013916,-3.0661693007069,6.93536931377634,-3.64749498313496,0.00872595234021438,0.0498316782403978,-2.20614470767388,"Others"
"1090","P30041","PRDX6",78.47521973,NA,68.60337067,NA,1096.643677,973.7008057,1459.152222,-7.07192464096907,6.13920446181748,-3.64676546037301,0.00873419808173082,0.049833007220444,-2.2069555298818,"Others"
"1091","Q02641","CACNB1",NA,NA,NA,50.59686279,105.7467194,129.5251312,223.9127808,-5.77084832447878,3.8955235714829,-3.6353366527199,0.00886449116075711,0.0504837642204656,-2.21967083756058,"Others"
"1092","Q14197","MRPL58",2722.598145,2481.82666,2313.754395,2710.316406,1400.980469,1769.312744,1689.289429,0.662257234377405,11.0337972573658,3.63559835620923,0.00886148406239202,0.0504837642204656,-2.21937940495646,"Others"
"1093","Q9UK45","LSM7",NA,NA,NA,77.72724915,99.68011475,526.6233521,413.9622192,-6.55658079027338,4.38466098683908,-3.6343041815762,0.00887636559302278,0.0505051396367874,-2.22082071923517,"Others"
"1094","Q15223","NECTIN1",887.487915,403.4480591,747.6313477,291.4747925,170.6973114,62.49610519,29.91446495,2.92798145294975,7.7939755805152,3.62758953025162,0.0089540145637067,0.0508074968719817,-2.22830374852091,"Others"
"1095","Q8N2K0","ABHD12",39.94235611,37.73794174,50.73546982,NA,1110.001831,646.6031494,690.2321167,-5.54880950928767,6.45913107940249,-3.62802038551328,0.00894900996325908,0.0508074968719817,-2.22782333940288,"Others"
"1096","Q9H479","FN3K",631.6774292,611.9778442,446.1117859,581.706604,190.8289948,146.0043335,219.2346954,1.61693715708256,8.44606069622804,3.62817563157141,0.00894720744869993,0.0508074968719817,-2.22765024645711,"Others"
"1097","Q13523","PRPF4B",NA,NA,NA,279.1358032,2023.154297,754.4672852,705.6254272,-7.970547983376,5.44844477845647,-3.62384983005791,0.00899758128735466,0.0510081659307736,-2.23247499993953,"Others"
"1098","O60264","SMARCA5",90.87884521,20.13030243,144.0449219,63.1257782,823.0999146,319.4801941,689.7905884,-3.12110111179996,7.36413746978465,-3.6212309829937,0.00902822767624637,0.0510887606174487,-2.23539758941979,"Others"
"1099","Q16836","HADH",NA,44.72598267,NA,NA,302.0257874,153.5823364,62.82471085,-5.7917883059276,3.86093055557939,-3.62152269713496,0.00902480834882965,0.0510887606174487,-2.23507197878536,"Others"
"1100","P42166","TMPO",NA,NA,234.1047668,NA,807.6074829,440.5603027,1704.688965,-7.75801043431302,5.29415160970963,-3.61112241462072,0.00914759074205235,0.0516839927407267,-2.24669042627489,"Others"
"1101","P42785","PRCP",NA,82.47771454,26.88177299,NA,183.2696991,2898.886963,2438.510254,-7.2971348769804,5.92348591797288,-3.6109168062715,0.00915003634146006,0.0516839927407267,-2.24692031771247,"Others"
"1102","A6NDB9","PALM3",764.211731,481.5280762,457.1503601,530.2299194,NA,NA,149.3707428,6.68597018778317,6.23134775405156,3.60485084296619,0.00922250878406918,0.0520460817859585,-2.25370618856233,"Others"
"1103","O00468","AGRN",NA,NA,NA,273.42276,951.6600952,867.5361328,891.1258545,-7.79472366632922,5.36565993952207,-3.60207027460202,0.00925593789653853,0.0521873778590871,-2.25681901303488,"Others"
"1104","Q9P035","HACD3",77.89555359,NA,NA,NA,103.3199387,305.8326416,582.524353,-6.47614142148368,4.35095720307259,-3.59819834174415,0.00930270763291947,0.0524035677256578,-2.26115597463797,"Others"
"1105","Q9NTG7","SIRT3",88.41075897,NA,NA,NA,295.1083069,220.4204254,242.61763,-6.35577266096932,4.34449670374522,-3.59575624289022,0.00933233834079611,0.0525229069153041,-2.26389278938294,"Others"
"1106","P16389","KCNA2",506.3408508,938.6862793,1655.587158,844.0675049,2896.191406,2256.288086,2518.258057,-1.49325708948508,10.4599093409699,-3.5915964390316,0.00938304712784364,0.0527199510399249,-2.26855712028507,"Others"
"1107","P31942","HNRNPH3",161.8941803,NA,NA,NA,348.3856506,518.3678589,724.3863525,-7.15368394205527,4.90281235948852,-3.59149365477195,0.00938430387541355,0.0527199510399249,-2.26867241098524,"Others"
"1108","Q9Y2Q9","MRPS28",57148.28125,54418.16016,35361.90625,26557.85352,23468.42773,3383.399658,7402.425293,2.30289683200558,14.3483265349091,3.5796253463461,0.0095306566324637,0.0534938209361839,-2.28199781105722,"Others"
"1109","P62861","FAU",NA,NA,NA,242.8288879,400.2061768,1216.704834,1112.187012,-7.69044503089408,5.27833632593188,-3.56975697472143,0.009654237789375,0.0541385976664771,-2.29309732929781,"Others"
"1110","P09211","GSTP1",204.0817413,15.73769855,NA,NA,1070.517822,748.6473999,1559.820557,-7.13826136206642,5.99552599612693,-3.56669865798799,0.00969288971013683,0.0543063793759828,-2.29654079590484,"Others"
"1111","Q9H1P3","OSBPL2",NA,NA,189.3494415,NA,1016.534668,247.8188477,1160.636841,-7.48412589952574,5.10060916004371,-3.56593627635507,0.00970255108737759,0.054311579849146,-2.29739945352769,"Others"
"1112","Q8N9I0","SYT2",NA,NA,NA,29.43822479,113.908905,37.99224091,119.8279572,-5.11680440582147,3.42486925285055,-3.55674707995816,0.00981982933108238,0.0549186318435264,-2.3077574108801,"Others"
"1113","Q9UDW1","UQCR10",20.72941017,NA,NA,NA,72.78988647,24.78214836,121.8358917,-4.83435243183382,3.18225960517038,-3.55463876384282,0.00984695368550886,0.0550208490298109,-2.31013604578763,"Others"
"1114","P49748","ACADVL",299.4069824,560.447937,423.6720276,535.5110474,956.3114014,1116.595703,1439.904907,-1.38356577362015,9.38331983889971,-3.54438825098858,0.00997999592061041,0.055714178303659,-2.32171232910879,"Others"
"1115","O75937","DNAJC8",85.71669769,NA,NA,NA,98.63118744,481.3716125,435.5697632,-6.49797222614095,4.3944047178996,-3.54352182856774,0.00999133046704116,0.0557274297529408,-2.32269168513393,"Others"
"1116","P22626","HNRNPA2B1",NA,NA,172.3465729,17.44774437,772.7147827,730.8922729,1369.11084,-6.9330188023877,5.88201577893484,-3.53734246644243,0.0100725755704634,0.0561302396708885,-2.32968043592367,"Others"
"1117","P15586","GNS",131.6454163,78.80936432,134.0147247,189.4221191,319.5435181,823.5202026,818.8379517,-2.22534063851339,7.95870425281118,-3.53532377897763,0.0100992721663627,0.0562286245323272,-2.33196503326893,"Others"
"1118","O96011","PEX11B",544.9024048,1851.014771,676.8936768,354.1540527,179.5202942,NA,NA,6.9574764601434,6.47437324258377,3.53248678253764,0.0101369206409249,0.0563877544417818,-2.33517697564208,"Others"
"1119","P62745","RHOB",NA,103.9546204,NA,NA,772.5093994,300.4645996,147.1201935,-6.66884264290993,4.53648088572233,-3.52866766140355,0.0101878433158026,0.0566203731733479,-2.33950313905612,"Others"
"1120","Q14204","DYNC1H1",272.836792,332.2744446,67.01576233,434.9542236,1616.596558,1054.302368,1334.530273,-2.52869890373996,8.91712046050427,-3.52614944425525,0.0102215721621174,0.0567571047109003,-2.34235712530079,"Others"
"1121","Q9BPW8","NIPSNAP1",29.87913704,NA,21.51913261,29.64731789,252.7051086,356.9497375,602.5844727,-4.97451241783229,5.72676609338976,-3.5218041163725,0.0102800586589455,0.0570309409455683,-2.34728453107805,"Others"
"1122","Q8WWV3","RTN4IP1",258.1460571,275.6125793,16.70131493,447.1018066,NA,20.89275932,NA,5.78657568925414,4.79074197800386,3.51121415724444,0.010424122682229,0.0577786265247614,-2.35930730667518,"Others"
"1123","O60831","PRAF2",NA,169.9956512,NA,17.75220871,732.4436035,1033.934937,826.5423584,-6.83048419846959,5.83905148359558,-3.50352704579463,0.0105300689350608,0.0583138902111695,-2.36804710530494,"Others"
"1124","P26368","U2AF2",NA,11.22087765,NA,417.6235352,1458.290527,1814.48938,1904.930176,-7.66429484778185,6.3648941930103,-3.49974027648246,0.0105826884640381,0.0585531490728229,-2.37235633841129,"Others"
"1125","O15240","VGF",532.1889038,375.9312439,489.1946106,471.6829224,754.7125244,1621.364014,1627.388672,-1.43861824655639,9.47620074364943,-3.49878408957075,0.0105960203443214,0.0585748004634085,-2.37344485752613,"Others"
"1126","Q9NRL3","STRN4",733.333313,805.3021851,838.1817017,854.1928101,1498.864014,1822.203003,1297.318481,-0.917998016407866,10.0505310674374,-3.49021843658539,0.0107162650558054,0.0591343854321686,-2.38320325830245,"Others"
"1127","Q9NV96","TMEM30A",NA,NA,20.16023827,10.93451786,30.63518715,785.3762817,1162.388916,-6.26712923752858,4.68100061710109,-3.49057513945168,0.0107112282300303,0.0591343854321686,-2.38279662358342,"Others"
"1128","Q01974","ROR2",244.5212555,457.3178711,283.4450378,266.7898865,738.8672485,899.1825562,892.4453125,-1.46692585863843,8.87790066539036,-3.48345627603565,0.0108122377433346,0.0596110873455653,-2.39091629491374,"Others"
"1129","O95299","NDUFA10",1532.6875,1031.045532,1595.615234,873.2006836,544.4681396,449.578125,173.3968048,1.80060389022374,9.47998797000523,3.47699884307587,0.0109047560523251,0.0600154440205163,-2.39828936555794,"Others"
"1130","P24928","POLR2A",NA,83.76407623,NA,NA,191.8382111,157.0294189,298.2030029,-6.10541384521054,4.21795119921252,-3.47699019811263,0.0109048804861205,0.0600154440205163,-2.39829924131983,"Others"
"1131","Q9BQ04","RBM4B",NA,45.10952377,NA,134.1915131,815.6993408,1015.787109,1517.970825,-6.92598379995844,6.11974218055565,-3.47277494498034,0.0109657377228365,0.0602970140568704,-2.40311621147312,"Others"
"1132","O14828","SCAMP3",2819.27832,2678.208984,2068.848145,2761.247314,1450.749146,1703.830933,1656.151733,0.679544165738745,11.0328040918363,3.47185316894947,0.0109790947581425,0.0603024489183221,-2.40416998982608,"Others"
"1133","Q06481","APLP2",65.8399353,113.6227036,321.6483459,350.4552612,898.7750854,1241.848877,869.631897,-2.52932406986327,8.50759690815621,-3.47136890368621,0.0109861190906028,0.0603024489183221,-2.40472366448738,"Others"
"1134","O60684","KPNA6",NA,NA,63.70819473,NA,134.5055389,99.66762543,328.1388245,-5.8621030012411,4.01629898853795,-3.46813530147774,0.011033147971287,0.0605071845092009,-2.40842180458805,"Others"
"1135","P25054","APC",NA,10.85814571,23.48945618,12.17963696,163.0094757,189.8831787,111.0658646,-4.27192801605581,4.80635981323287,-3.4640299671131,0.0110931697784882,0.0607017767148484,-2.41311958394852,"Others"
"1136","P78417","GSTO1",4263.419434,9246.552734,7056.806641,10767.9375,3686.506836,3677.973389,2006.729858,1.29818984358383,12.2967784294742,3.46171341135763,0.0111271949597889,0.0607017767148484,-2.41577176354803,"Others"
"1137","P99999","CYCS",NA,19.59456825,NA,NA,28.58617592,61.0675087,50.68318558,-4.4203655914911,2.98549039044544,-3.4630478173982,0.0111075816402177,0.0607017767148484,-2.41424391187269,"Others"
"1138","Q15185","PTGES3",123.6161728,NA,NA,NA,327.68396,373.9508667,240.1460724,-6.53462262186061,4.54088942836575,-3.46203113845595,0.0111225215527701,0.0607017767148484,-2.41540794768904,"Others"
"1139","Q92562","FIG4",125.3735428,170.8524628,35.19686508,233.2892914,817.293335,486.1435852,2078.503418,-3.01143760903178,8.15474547244927,-3.46443760228261,0.0110871941763125,0.0607017767148484,-2.41265298882182,"Others"
"1140","Q9BT40","INPP5K",NA,NA,108.0854263,NA,596.1488647,132.7573853,346.5370483,-6.54981953635352,4.49939415601673,-3.46289102641109,0.0111098842363232,0.0607017767148484,-2.41442341610763,"Others"
"1141","Q14344","GNA13",NA,NA,18.46363258,15.3609705,71.66389465,128.7710266,178.5769958,-4.81842613345912,4.14376364895582,-3.44648692166036,0.0113536729451742,0.0618829903996829,-2.43322791377773,"Others"
"1142","P52272","HNRNPM",24.40464211,NA,16.22564507,215.6425934,1020.81665,1013.581177,1272.008545,-5.96603534106389,6.69004215015429,-3.44360755664967,0.0113970592774384,0.0619024555863664,-2.43653351691239,"Others"
"1143","Q16658","FSCN1",637.6722412,454.9565125,365.7087097,383.0293884,974.2744751,1086.230469,1159.298584,-1.25165032179568,9.35023356397059,-3.44478850421487,0.0113792430513857,0.0619024555863664,-2.43517757450253,"Others"
"1144","Q96DA2","RAB39B",NA,152.129837,NA,NA,480.1318054,1651.355103,159.3408051,-7.1605451737731,4.88345797593556,-3.44364558662841,0.0113964850720915,0.0619024555863664,-2.43648984775504,"Others"
"1145","Q9NWV8","BABAM1",309.8078308,NA,NA,NA,1361.854248,2092.980957,326.6842651,-7.86356715919288,5.44006997174879,-3.44476079693985,0.0113796607081839,0.0619024555863664,-2.43520938467273,"Others"
"1146","Q5VT25","CDC42BPA",200.9703827,69.14298248,70.28060913,81.90886688,318.6889038,508.5636292,645.2838135,-2.3034427017631,7.56696949598733,-3.44223551185322,0.0114177964185022,0.0619609737579973,-2.43810918235099,"Others"
"1147","Q96RY7","IFT140",NA,NA,NA,27.34404564,97.5358429,120.3214035,28.78733253,-4.94105455796884,3.3238382576848,-3.44138902131204,0.0114306106917663,0.0619764323383563,-2.4390814631962,"Others"
"1148","P62258","YWHAE",116.4717789,NA,NA,28.05097771,691.3396606,470.5787048,1181.549194,-6.57395384088868,5.7515800920195,-3.44012757244417,0.0114497355611125,0.0620260500475252,-2.44053060022178,"Others"
"1149","P08621","SNRNP70",373.4620667,260.9165649,83.52293396,230.9493561,784.4042969,904.2294922,1067.023193,-2.12324218044179,8.62010499400032,-3.43805294295336,0.0114812644923643,0.0621427187798203,-2.44291451841498,"Others"
"1150","Q8NFD5","ARID1B",46.49960709,NA,NA,NA,341.0951843,42.54130554,176.8392792,-5.71987139525449,3.84383437376205,-3.43324771713036,0.011554652982573,0.0624855538248884,-2.44843902161309,"Others"
"1151","O75695","RP2",NA,44.83104324,NA,NA,80.08612061,157.0727081,82.23630524,-5.29542622821883,3.64903168868777,-3.43100199958058,0.0115891250414731,0.0626175227045362,-2.45102228401453,"Others"
"1152","P28288","ABCD3",1818.018555,1484.334473,1096.688721,1102.967651,702.0095825,591.8113403,640.9266357,1.06186490169512,9.9384780752957,3.41575171506754,0.0118261845117797,0.0637875468159219,-2.46858816633228,"Others"
"1153","Q13371","PDCL",NA,149.72229,NA,NA,431.1470642,180.8741608,830.1280518,-6.84476351868464,4.74240732433632,-3.41578856270002,0.0118256054444874,0.0637875468159219,-2.46854567472244,"Others"
"1154","O95347","SMC2",NA,NA,64.92385864,NA,102.3758163,243.3654175,133.4254303,-5.72108897435536,3.96257747056656,-3.4138642235822,0.0118558878676921,0.0638923454498938,-2.47076508338486,"Others"
"1155","Q9BRP1","PDCD2L",122.3731308,73.5990448,77.76631927,176.013443,NA,NA,38.47861862,4.96613140056565,4.60545590669178,3.41255435481419,0.0118765486518699,0.0639482736501983,-2.47227617139052,"Others"
"1156","P05067","APP",76.02586365,NA,NA,222.4150848,2061.487061,2460.684326,1531.739502,-7.43478527937835,6.70405000752084,-3.40938562784565,0.0119266908171213,0.0641627077782676,-2.4759329094146,"Others"
"1157","P57678","GEMIN4",NA,NA,NA,294.3414917,701.477356,698.0214233,795.0403442,-7.46250611057076,5.2497769646992,-3.40792297842019,0.0119499131099045,0.0642320740108005,-2.47762140991205,"Others"
"1158","O94979","SEC31A",NA,NA,78.60845184,NA,172.3892212,271.0767517,124.291687,-5.91958329744683,4.11567669565658,-3.40679474485255,0.0119678593457791,0.0642729855538863,-2.47892411129547,"Others"
"1159","O75439","PMPCB",NA,45.25576782,26.68354797,14.82635212,490.2437134,436.7911072,212.418335,-4.90728430342025,5.67981563713264,-3.40402718218528,0.0120120051557395,0.0644544090280796,-2.48212058317206,"Others"
"1160","O14641","DVL2",NA,NA,97.00949097,NA,300.0953979,109.8456192,439.7712097,-6.28307793506527,4.34646007583319,-3.40170753057171,0.0120491419752936,0.0645241070415066,-2.48480075472892,"Others"
"1161","O75352","MPDU1",104.8856735,NA,NA,NA,238.9174042,189.7807159,297.2115784,-6.21919510551717,4.34696022927993,-3.40136956541626,0.0120545630379188,0.0645241070415066,-2.48519132448517,"Others"
"1162","P05060","CHGB",NA,78.12796783,NA,NA,78.51071167,824.0272217,209.1420593,-6.32900317346226,4.28895888178191,-3.40062622932989,0.012066495656741,0.0645241070415066,-2.48605043141181,"Others"
"1163","Q16572","SLC18A3",NA,NA,NA,109.9360352,337.8974304,204.458252,229.8893585,-6.28109201007049,4.39029264075753,-3.40081224075336,0.0120635084561773,0.0645241070415066,-2.48583544063869,"Others"
"1164","Q9Y6G9","DYNC1LI1",2940.644287,3257.515869,4014.714111,1580.637573,1664.251709,286.234436,463.391571,2.20549349856405,10.5025511441396,3.39545194566913,0.0121499121699387,0.0649143503306261,-2.49203324320612,"Others"
"1165","P49821","NDUFV1",3480.145508,3854.297363,3613.862793,3511.746582,2845.690918,2463.678223,2670.504883,0.443790221858938,11.6288246375256,3.39437368382897,0.0121673736241743,0.0649518425482748,-2.49328057823738,"Others"
"1166","P53999","SUB1",290.6972656,NA,13.51110458,NA,791.394043,1059.344604,1676.12561,-7.11886887620837,6.06279717608848,-3.39195025544481,0.0122067179271863,0.0650764768004105,-2.4960847398626,"Others"
"1167","P61599","NAA20",NA,NA,NA,34.1475029,48.22632217,62.30358505,160.682724,-5.0303607857304,3.43970648059088,-3.39164708722243,0.0122116495298407,0.0650764768004105,-2.49643560903302,"Others"
"1168","Q9UJZ1","STOML2",NA,NA,69.68949127,NA,128.9322815,121.1939316,228.4556274,-5.72971613955664,3.99144859478868,-3.38630024964918,0.0122989809048729,0.0654857553488053,-2.50262634180166,"Others"
"1169","P02649","APOE",459.7427673,351.048645,497.7902527,46.29771042,2095.855225,1838.313965,1942.797241,-2.97618272247106,9.2338660292389,-3.37670862995155,0.0124573402022941,0.0661025586331628,-2.51374419749661,"Others"
"1170","P50148","GNAQ",28.8013401,NA,NA,37.94625854,251.4676971,236.0351563,324.4111328,-5.52649781190778,4.91367859622267,-3.37743285897,0.0124453064601669,0.0661025586331628,-2.51290417372861,"Others"
"1171","P67809","YBX1",NA,93.94484711,13.16734314,NA,233.9777985,479.192627,516.7989502,-6.00165399075406,5.17051620530183,-3.37812877279693,0.0124337550376901,0.0661025586331628,-2.5120970775705,"Others"
"1172","Q9P291","ARMCX1",NA,NA,NA,90.82266235,111.767395,254.1146393,326.3058777,-6.09203999783751,4.24106887422029,-3.3768859637042,0.0124543924739868,0.0661025586331628,-2.51353850203732,"Others"
"1173","Q96AG4","LRRC59",75.63895416,NA,82.973526,NA,829.5770264,810.4609375,1070.428345,-6.64625539168675,6.01136232545,-3.37460664096883,0.0124923379892161,0.0662317561423145,-2.51618277888968,"Others"
"1174","P84085","ARF5",1794.537354,3159.797852,4079.093262,2763.096924,688.8278198,1576.307373,1282.157837,1.33953846385073,10.8917250647064,3.37131383492259,0.0125473764838829,0.0664172235229979,-2.52000439284606,"Others"
"1175","Q96F85","CNRIP1",NA,NA,NA,83.27623749,112.6873398,193.5371246,298.4874268,-5.95379686956307,4.15089073016402,-3.37123606984604,0.0125486794725072,0.0664172235229979,-2.52009466915092,"Others"
"1176","P04843","RPN1",1084.761719,161.3964081,319.9752808,437.260376,1665.16626,1953.467529,1780.751953,-2.17886147860157,9.56625541280309,-3.36558382183441,0.0126437780692314,0.066863652901828,-2.52665906221633,"Others"
"1177","P23443","RPS6KB1",289.3747253,597.9055176,915.3918457,268.3786011,NA,152.6639252,NA,6.40910566757676,6.0835576628576,3.3618697330907,0.012706691071978,0.0671392623420828,-2.53097550728515,"Others"
"1178","Q9Y2I1","NISCH",NA,NA,74.71949005,NA,534.1424561,434.9765625,51.16148758,-6.28495148903616,4.25419883560992,-3.35419141820094,0.0128378289903177,0.0677745827595803,-2.53990659591626,"Others"
"1179","Q6UXD5","SEZ6L2",816.6240845,668.899292,624.3114624,711.7486572,1506.738159,1301.126465,1217.283691,-0.927959052375858,9.85489050159012,-3.34729997274226,0.0129567731828645,0.0683445058729725,-2.54793101303095,"Others"
"1180","P78357","CNTNAP1",13.3007021,32.90207291,NA,NA,100.2326431,239.0917969,143.9391479,-5.01909660944938,4.38137031820322,-3.34605358166879,0.0129784123032668,0.0684006323000139,-2.54938317919576,"Others"
"1181","Q14318","FKBP8",47.50628662,NA,95.94180298,NA,649.2890015,750.4860229,718.9702759,-6.41365769241868,5.79849715046026,-3.34243471222441,0.0130414624423293,0.0686747289829347,-2.55360101164256,"Others"
"1182","P68104","EEF1A1",8821.137695,7721.57373,2441.319824,5363.215332,11654.85059,17029.42383,19698.33203,-1.5272425488288,13.0707741316614,-3.34066742988498,0.0130723732194347,0.0687792631570765,-2.55566160877653,"Others"
"1183","P35241","RDX",128.4108429,211.2385712,62.24671555,426.8582764,1010.502075,926.3693848,757.1340942,-2.43454796495718,8.41069409755352,-3.33890480341583,0.0131032813575789,0.0688836067310089,-2.55771730625001,"Others"
"1184","P33992","MCM5",NA,NA,NA,24.02180481,71.53002167,177.6981812,20.97789192,-4.87867772018981,3.25214036733149,-3.3348950549881,0.0131738876374135,0.0691378963857169,-2.56239571924096,"Others"
"1185","Q99447","PCYT2",281.7460022,634.9923706,296.5267639,548.2863159,1071.032227,1094.568726,1276.488892,-1.4672676269414,9.32245864455967,-3.33526896684657,0.0131672862223591,0.0691378963857169,-2.56195933856552,"Others"
"1186","Q03154","ACY1",13.435215,26.51328087,NA,NA,62.45890808,223.1174164,183.1813507,-4.94855406604079,4.27920312840651,-3.33352609928436,0.0131980870518025,0.0692064952573016,-2.56399358638419,"Others"
"1187","Q9Y5I2","PCDHA10",NA,NA,NA,243.4939728,191.5357666,1202.959961,1259.125,-7.39055472709533,5.15079436994118,-3.33213163132181,0.0132227867880689,0.0692775998609945,-2.56562155851667,"Others"
"1188","Q9Y530","OARD1",NA,NA,219.5161285,NA,432.2631531,365.1408386,721.5753784,-6.977934545045,4.93672846839962,-3.32893222935141,0.0132796454419805,0.0695169318212767,-2.56935794647439,"Others"
"1189","Q9NYP7","ELOVL5",34.18973541,58.2955246,63.95576859,44.99632645,409.4958191,123.7804871,621.3491211,-2.66574254730552,6.78540273253255,-3.32625083885203,0.0133275014149462,0.0697087731703535,-2.57249071455985,"Others"
"1190","P14866","HNRNPL",NA,NA,NA,272.3082886,1100.861328,395.4482727,549.647583,-7.25697073443043,5.13372666545684,-3.322429388387,0.0133960264134699,0.0700083094666971,-2.57695755716141,"Others"
"1191","P08133","ANXA6",6979.876953,7542.45752,7017.464355,8807.672852,9869.651367,9231.59668,9488.665039,-0.334901068365456,13.0264918859886,-3.31752726519836,0.0134844867829165,0.0703620445091427,-2.58269119215673,"Others"
"1192","Q14103","HNRNPD",158.5104523,31.8400898,NA,70.64095306,1044.280273,1298.864136,1862.865845,-5.78323236119565,7.10792964099722,-3.31742486229105,0.0134863413820386,0.0703620445091427,-2.58281100812131,"Others"
"1193","O60266","ADCY3",16.20042419,114.1873703,273.9790344,39.97797775,14.76634312,NA,NA,4.77678269358016,4.05584883461151,3.3147669911001,0.0135345739461422,0.070541801323298,-2.58592145349506,"Others"
"1194","O94760","DDAH1",54.51569748,NA,NA,NA,73.6052475,247.7327118,88.09628296,-5.43694436490598,3.7788249777515,-3.31427726107166,0.0135434813925097,0.070541801323298,-2.58649470297225,"Others"
"1195","P04350","TUBB4A",NA,NA,65.65912628,NA,302.1045227,64.89055634,163.2336731,-5.70040988006481,3.95771543140406,-3.31172126791801,0.0135900737628743,0.070725245800264,-2.58948725442328,"Others"
"1196","P41567","EIF1",50.25976181,76.08432007,36.74420547,NA,515.9741821,976.6080322,968.7174072,-5.32625119165276,6.57925499822838,-3.30914061822212,0.0136372910190581,0.0709116328156541,-2.59250978743361,"Others"
"1197","Q14914","PTGR1",1053.215942,1055.724487,1220.443237,1435.046265,303.9621887,272.5931091,18.99505997,3.31741685237138,8.78564889116057,3.30824090661031,0.0136537942989273,0.0709381342899156,-2.5935638190643,"Others"
"1198","Q96EC8","YIPF6",561.2659912,265.9069824,460.1738281,612.0443726,778.8937378,1950.621582,2609.050537,-1.80307195241134,9.59882430666866,-3.30538252460984,0.0137063682426694,0.0711518398173295,-2.59691337641348,"Others"
"1199","Q8NEY1","NAV1",NA,NA,83.63951874,72.45774078,483.6826782,1033.896973,1082.087036,-6.52184166983332,5.94560053641294,-3.29354943283034,0.0139263467299732,0.0722334865001694,-2.61079437774077,"Others"
"1200","Q9NVH1","DNAJC11",NA,NA,NA,86.20346069,167.9251099,165.1271057,162.7167206,-5.76556880308577,4.08253642964538,-3.28974548509088,0.0139978685147571,0.0724835506188796,-2.61526162526115,"Others"
"1201","Q9UKY4","POMT2",394.9378357,NA,NA,NA,899.8413696,715.178833,896.5271606,-7.54575651124972,5.39117817948661,-3.28979438968417,0.0139969465031269,0.0724835506188796,-2.61520417781209,"Others"
"1202","Q9Y3E5","PTRH2",NA,255.771286,NA,NA,618.7989502,574.6276245,415.6762695,-7.04805886541177,5.02168167380166,-3.28896645805648,0.014012564552945,0.0724992836562103,-2.61617678962004,"Others"
"1203","Q969V3","NCLN",151.7669983,NA,NA,NA,274.8320923,398.4000244,256.7963867,-6.43934450777963,4.57351635142149,-3.28759016463503,0.0140385684380213,0.0725734473117662,-2.61779384124083,"Others"
"1204","Q14008","CKAP5",152.9086914,NA,NA,NA,153.063324,337.4024048,829.7665405,-6.63960892971682,4.66202940775982,-3.28444461889863,0.0140981962797237,0.0728211650029917,-2.62149082692847,"Others"
